ID,Year,Month,Stage,ProjectNumber,Lead,ShortTitle,Programme,Funder,TotalBudget,StaffTime 
291,2007,3,C,2447,NA,MA Sub Global Follow Up,D4,"UNEP PCMU, UNEP DEWA",432702.0973,229077.5809
292,2007,3,C,,JDH,Digitalisation of the Library,A1,"TNC, Tom Moritz",28000,21000
293,2007,3,C,,IL,"PARITII - PA info for Eastern Europe, Caucasus, Central Asia",D5,UNDP,1545000,0
294,2007,3,C,,CDB,"2.1.1 Develop dectralise, seure, efficient data transfer systems ",D5,CBD,61087.35492,45815.51619
295,2007,3,C,,CDB,2.1.2 Developmet of webtools ,D5,CBD,4327.020973,3245.26573
296,2007,3,C,,CDB,2.1.3 Validation of WDPA data through devleopment of partnerships,D5,CBD,76359.19365,57269.39524
297,2007,3,C,,CDB,2.2.1 Facilitate completion of national reports,D5,CBD,299328.0391,224496.0293
298,2007,3,C,,CDB,2.2.2 Compile inventory of complete PA system gap analysis,D5,CBD,299328.0391,224496.0293
299,2007,3,C,,CDB,2.2.3 Develop online reporting tools for PA's indicators,D5,CBD,5090.61291,3817.959682
300,2007,3,C,,CDB,2.2.4 Produce annual report of PA's Indicators,D5,CBD,10181.22582,7635.919365
301,2007,3,C,,CDB,2.2.5 Develop series of webpages to communicate findings to the SCBD,D5,CBD,5090.61291,3817.959682
302,2007,3,C,,CDB,2.3.1 Develop revised list for MPA data,D5,CBD,7635.919365,5726.939524
303,2007,3,C,,CDB,2.3.2 Develop interoperability between MPA and WDPA,D5,CBD,25453.06455,19089.79841
304,2007,3,C,,CDB,2.3.3 Create comprehensive online marine visualisation system,D5,CBD,23925.88068,17944.41051
305,2007,3,C,,CDB,2.3.4 Complet the data collation of marine managed areas,D5,CBD,81449.80656,61087.35492
306,2007,3,C,,CDB,2.3.5 High Seas MPAs,D5,CBD,54008,40506
307,2007,3,C,,CZ,IPY Polar Biodiversity Data Repository,D4,EU,200000,180000
308,2007,3,C,,PB,DFID/NERC Ecosystem Services,D4,"DFID, NERC, ESRC",1000000,80000
309,2007,3,C,,PB,ARK 2010 (next phase),D4,Microsoft Research/EU,200000,175000
310,2007,3,C,,NA,Arctic 2010 Biodiversity Assessment Report,D4,"CAFF, Arctic Governments",396610.1695,297457.6271
311,2007,3,C,,ZC,Ecosystem Status Indicators,D4,,200000,0
312,2007,3,C,,ZC,Times Comprehensive Atlas of the World,D4,Harper Collins,0,0
313,2007,3,C,,CDB,Protected Areas of the World map series - Brazil,D5,Imagem,40724.90328,15271.83873
314,2007,3,D,1108,LM,World Atlas of Threatened Trees,D4,,372000,0
315,2007,3,D,2194,LM,Global Targeting of Landscape Interventions,D4,ICRAF,0,0
316,2007,3,D,2367,EC,Assessing the impacts of Protected Areas on local economies,D4,UNEP DEWA,20000,15000
317,2007,3,D,2391,CR,Seagrass Database,C2,University of New Hampshire,10000,7500
318,2007,3,D,2400,IM,West and Central Africa IMAPS,C3,IPIECA,60000,45000
319,2007,3,D,2405,LF,Qinetiq,C2,Qinetiq,5000,3750
320,2007,3,D,2409,IM,Advanced Alerts for Conservation,C2,World Bank,200000,150000
321,2007,3,D,2412,PH,EC Environmental Mainstreaming Support Services,D3,EC,0,0
322,2007,3,D,2414,CDB,World Heritage Technical Support,D5,UNESCO,50906.1291,38179.59682
323,2007,3,D,2415,SF,Consultation Paper - Trade in Aquatic Ornamentals phase 3,D3,EC,0,0
324,2007,3,D,2436,EC,Dredging Policies,D4,DEFRA also local governments,0,0
325,2007,3,D,2439,PB,Information management in Protected Areas,D4,PRONATURA and Government,80000,60000
326,2007,3,D,2445,HG,South America trees workshop,D3,Norwegian Government,100000,65000
327,2007,3,D,2458,LM,Island Assessment,D4,Nippon Foundation,274893.0971,206169.8228
328,2007,3,D,2460,LM,Regional Scenario Manual,D4,CBD,0,0
329,2007,3,D,,TJ,Protected Areas for the Mining Sector,A1,,0,0
330,2007,3,D,,EC,Critical Ecosystem Dataset,D4,,0,0
331,2007,3,D,,JMH,Satellite Imagery,A1,"WRI, National Geographic",0,0
332,2007,3,D,,EC,Kelp Dataset,D4,TNC,0,0
333,2007,3,D,,EC,Global Marine Database,D4,NOAA,0,0
334,2007,3,D,,CDB,Practical definitions for marine monitoring,D5,JNCC with MRAG Ltd,6500,0
335,2007,3,D,,JMH,"Joint programme for biofuels, landuse and biodiversity",A1,Corporate target,0,0
336,2007,3,D,,JMH,Forest/WDPA Analysis for avoided deforestation,A1,,0,0
337,2007,3,D,,JMH,National Agency Biodiversity Assessment Tool (NABAT),A1,"Joint development with IUCN, CI and BirdLife",0,0
338,2007,3,D,,JDH,Scholorship scheme for UNEP-WCMC,A1,,0,0
339,2007,3,D,,EC,Publication of West Africa Mangroves,D4,"UNEP Regional Seas, UNEP, DEWA, Wetlands International, WWF",30543.67746,1000
340,2007,3,D,,CDB,Mangroves for the future gap analysis,D5,IUCN,40724.90328,30543.67746
341,2007,3,F,2480,LM,Climate Change Biodiversity Indicators,D4,with ADAS targetting DEFRA,60323,44639.02
342,2007,3,F,2395,LM,Web-based Literature  review - conservation,D4,"Manchester Uni, ESRC",5000,1
343,2007,4,1,1146B,LM,GEO Chapter 9,D4,UNEP DEWA,18033,7340
344,2007,4,1,1172M,LM,1172M - Orangutan Rapid Assessment,D4,UNEP GRID Arendal,5128,5128
345,2007,4,1,2189G,NA,2010 BIP Sweden MDGs,D4,Swedbio,34616.16779,32653
346,2007,4,1,2189K,NA,2011 BIP Sweden Food and Medicine,D4,Swedbio,43270.20973,20362.45164
347,2007,4,1,2189L,NA,2012 BIP Sweden Health and Well Being,D4,Swedbio,27998.371,2545.306455
348,2007,4,1,2359#,KZ,Second year of two-year MoU with DEWA,A1,DEWA,198533.9035,158827.1228
349,2007,4,1,2382B,CB,JNCC Global Impacts Datasets,D4,JNCC,9045,9045
350,2007,4,1,2415,SF,Consultation Paper - Trade in Aquatic Ornamentals,D3,EC,28154.57627,22523.66102
351,2007,4,1,2432A,LM,IAASTD reports review,D4,UNEP,7635.919365,7635.919365
352,2007,4,1,2489,GF,CITES Support 2007,D3,CITES,51282,51282
353,2007,4,1,2498,NA,Sustainable use Indicators,D4,Shell,67911,67911
354,2007,4,A,1172L,LM,French version of World Atlas of Great Apes,A1,UNESCO,8000,6000
355,2007,4,A,1122L,JMH,Proteus,A1,BHP Billiton,41500,31125
356,2007,4,A,2066E,EC,ICRI Secretariat - 2007 - 2009,D4,US State Department,120000,90000
357,2007,4,A,2385,LM,REFORLAN,D4,University of Bournemouth,10000,7500
358,2007,4,A,2413A,NA,MA methods manual,D4,DEFRA,18000,12000
359,2007,4,A,2453,GF,CMS Party Reports 2008,D3,CMS Secretariat,40724.90328,30000
360,2007,4,A,2482,NA,2010 BIP,D4,UNEP GEF (following PDF phase),1832620.648,411898.9037
361,2007,4,A,2492,EC,Publication on West Africa Mangroves,D4,UNEP Regional Seas,2545.306455,500
362,2007,4,B,950,JMH,ECOiSHARE,A1,Rio Tinto,50000,12500
363,2007,4,B,950,JMH,ECOiSHARE,A1,BP,50000,12500
364,2007,4,B,950,JMH,ECOiSHARE,A1,Premier Oil,48000,12000
365,2007,4,B,1122,JMH,Proteus,A1,Exxon Mobil,50000,37500
366,2007,4,B,1122L,JMH,Proteus,A1,Anglo Gold,50000,37500
367,2007,4,B,2189I,NA,2010 BIP Indicators DEFRA,D4,DEFRA,101812.2582,76359.19365
368,2007,4,B,2189J,NA,2010 BIP Norway,D4,Norwegian Government,25453.06455,19089.79841
369,2007,4,B,2244,TJ,IHS Energy,A1,Norsk Hydro,32070.86133,32070.86133
370,2007,4,B,2244,TJ,IHS Energy,A1,Anadarko,19726.12503,19726.12503
371,2007,4,B,2244,TJ,IHS Energy,A1,Petrobras,27998.371,27998.371
372,2007,4,B,2244,TJ,IHS Energy,A1,Cairn Energy,2392.588068,2392.588068
373,2007,4,B,2244,TJ,IHS Energy,A1,JOGMEC,22907.75809,22907.75809
374,2007,4,B,2244,TJ,IHS Energy,A1,Columbia,20000,15000
375,2007,4,B,2396,LM,World Atlas of Biodiversity and Climate Change ,D4,"UNEP PCMU, UNEP DEWA, Norwegian Gov.",264711.8713,198533.9035
376,2007,4,B,2441,PB,Building national capacity for biodiversity indicators and reporting on MDG-7 and the 2010 Biodiversity Target in Southern and Eastern Africa,D4,"UNDA and also UNEP PCMU, UNEP DEWA",279220.1181,59560.17104
377,2007,4,B,2449,NA,Circumpolar Biodiversity Monitoring Programme 2006,D4,Canadian Government,13274.33628,6637.168142
378,2007,4,B,2450,CB,Plant Biodiversity Outlook,D4,Irish Government via CBD,130000,70000
379,2007,4,B,2451,IL,Landuse planning in East Africa,C2,WWF UK,20000,15000
380,2007,4,B,2457,LM,Island Database Workshop,D4,Total Foundation,38000,28500
381,2007,4,B,2490,GF,CITES Support 2008-11,D3,CITES,254530.6455,254530.6455
382,2007,4,B,2491,EC,GMA Follow Up,D4,"UNEP DEWA, UNESCO IOC",254530.6455,229077.5809
383,2007,4,B,2493,GF,CITES COP14 Rapporteuring,D3,CITES,1985.339035,1985.339035
384,2007,4,B,2494#,IL,Strengthening PA networks in Africa,D5,JRS Biodiversity Foundation,101812.2582,45815.51619
385,2007,4,B,2495,JDH,Alcan Sustainability Prize,A1,Alcan,509061.291,381795.9682
386,2007,4,B,2496,KT,West Africa Marine Portal,C2,JRS Biodiversity Foundation,101812.2582,50906.1291
387,2007,4,B,,CB,Danzer WDPA support,D5,Danzer,15000,15000
388,2007,4,B,,TJ,Roundtable on Sustainable Palm Oil,A1,RSPO Secretariat,50000,40000
389,2007,4,B,,JDH,Digital Access to UNEP-WCMC publications and reports,A1,Stanford University/Moore Foundation,60000,35000
390,2007,4,B,,JDH,Digital Access to UNEP-WCMC publications and reports,A1,"TNC, Tom Moritz",28000,21000
391,2007,4,B,,JDH,EC support for CBD implementation,A1,EC,67796.61017,50847.45763
392,2007,4,B,,JDH,Packard OE Grant,A1,Packard Foundation,15271.83873,0
393,2007,4,B,,JDH,BIO-INFORM - Informing biodiversity management with long-term and large-scale environment data,A1,EC 7th Framework (Marie Curie),0,0
394,2007,4,B,,JDH,BioVeritas - Using EO data to develop a biodiversity monitoring system for Africa,A1,EC 7th Framework (Cooperation),0,0
395,2007,4,B,,JDH,IPYDLE - International Polar Year Data and Information Legacy,A1,EC 7th Framework (Infrastructures),0,0
396,2007,4,B,,LM,AEWA adaptation,D4,AEWA,40000,32000
397,2007,4,C,2037B,LM,FRIS - Stage 3,D4,,0,0
398,2007,4,C,2138C,CB,Forest Certification 2010,D4,,300000,240000
399,2007,4,C,2178,LM,Dryland Watch,D4,UNCCD,59000,44250
400,2007,4,C,2351,JDH,Biodiversity Yearbook,D4,"UNEP PCMU, UNEP DEWA",114538.7905,85904.09285
401,2007,4,C,2383,CB,Global Mapping IAS,D4,New Zealand Government,132000,99000
402,2007,4,C,2387,EC,World Atlas of Saltmarshes,D4,TNC,250000,187500
403,2007,4,C,2389,JMH,Transition Plan,A1,DEFRA / IUCN / Shell,865404.1947,649053.146
404,2007,4,C,2399,JMH,CITES Trade Data,A1,Japanese Government,10181.22582,7635.919365
405,2007,4,C,2401,IM,Support to Regional Seas,C3,IMO,5000,3750
406,2007,4,C,2403,CDB,Vision 2020,D5,"UNEP PCMU, UNEP DEWA",545204.6426,408903.482
407,2007,4,C,2404,PH,UNFCCC and forest conservation,D3,UNEP (ED's Discretionary Fund),147627.7744,76359.19365
408,2007,4,C,2437,EC,Economic Evaluation,D4,"World Bank, WRI, UNEP Partners",800000,560000
409,2007,4,C,2446,CDB,Protected Areas Climate Change,D5,"UNEP PCMU, UNEP DEWA",516697.2103,387522.9078
410,2007,4,C,2447,NA,MA Sub Global Follow Up,D4,"UNEP PCMU, UNEP DEWA",432702.0973,229077.5809
411,2007,4,C,,JDH,State of world's protected areas,A1,Rutherford Foundation,20000,0
412,2007,4,C,,IL,"PARITII - PA info for Eastern Europe, Caucasus, Central Asia",D5,UNDP,1545000,0
413,2007,4,C,,CDB,"2.1.1 Develop dectralise, seure, efficient data transfer systems ",D5,CBD,61087.35492,45815.51619
414,2007,4,C,,CDB,2.1.2 Developmet of webtools ,D5,CBD,4327.020973,3245.26573
415,2007,4,C,,CDB,2.1.3 Validation of WDPA data through devleopment of partnerships,D5,CBD,76359.19365,57269.39524
416,2007,4,C,,CDB,2.2.1 Facilitate completion of national reports,D5,CBD,299328.0391,224496.0293
417,2007,4,C,,CDB,2.2.2 Compile inventory of complete PA system gap analysis,D5,CBD,299328.0391,224496.0293
418,2007,4,C,,CDB,2.2.3 Develop online reporting tools for PA's indicators,D5,CBD,5090.61291,3817.959682
419,2007,4,C,,CDB,2.2.4 Produce annual report of PA's Indicators,D5,CBD,10181.22582,7635.919365
420,2007,4,C,,CDB,2.2.5 Develop series of webpages to communicate findings to the SCBD,D5,CBD,5090.61291,3817.959682
421,2007,4,C,,CDB,2.3.1 Develop revised list for MPA data,D5,CBD,7635.919365,5726.939524
422,2007,4,C,,CDB,2.3.2 Develop interoperability between MPA and WDPA,D5,CBD,25453.06455,19089.79841
423,2007,4,C,,CDB,2.3.3 Create comprehensive online marine visualisation system,D5,CBD,23925.88068,17944.41051
424,2007,4,C,,CDB,2.3.4 Complet the data collation of marine managed areas,D5,CBD,81449.80656,61087.35492
425,2007,4,C,,CDB,2.3.5 High Seas MPAs,D5,CBD,54008,40506
426,2007,4,C,,PB,DFID/NERC Ecosystem Services,D4,"DFID, NERC, ESRC",1000000,80000
427,2007,4,C,,PB,ARK 2010 (next phase),D4,Microsoft Research/EU,200000,175000
428,2007,4,C,,NA,Arctic 2010 Biodiversity Assessment Report,D4,"CAFF, Arctic Governments",396610.1695,297457.6271
429,2007,4,C,,ZC,Ecosystem Status Indicators,D4,,200000,0
430,2007,4,C,,ZC,Times Comprehensive Atlas of the World,D4,Harper Collins,0,0
431,2007,4,C,,CDB,Protected Areas of the World map series - Brazil,D5,Imagem,40724.90328,15271.83873
432,2007,4,D,1108,LM,World Atlas of Threatened Trees,D4,,372000,0
433,2007,4,D,2194,LM,Global Targeting of Landscape Interventions,D4,ICRAF,0,0
434,2007,4,D,2367,EC,Assessing the impacts of Protected Areas on local economies,D4,UNEP DEWA,20000,15000
435,2007,4,D,2391,CR,Seagrass Database,C2,University of New Hampshire,10000,7500
436,2007,4,D,2400,IM,West and Central Africa IMAPS,C3,IPIECA,60000,45000
437,2007,4,D,2405,LF,Qinetiq,C2,Qinetiq,5000,3750
438,2007,4,D,2409,IM,Advanced Alerts for Conservation,C2,World Bank,200000,150000
439,2007,4,D,2412,PH,EC Environmental Mainstreaming Support Services,D3,EC,0,0
440,2007,4,D,2414,CDB,World Heritage Technical Support,D5,UNESCO,50906.1291,38179.59682
441,2007,4,D,2415,SF,Consultation Paper - Trade in Aquatic Ornamentals phase 3,D3,EC,0,0
442,2007,4,D,2436,EC,Dredging Policies,D4,DEFRA also local governments,0,0
443,2007,4,D,2439,PB,Information management in Protected Areas,D4,PRONATURA and Government,80000,60000
444,2007,4,D,2445,HG,South America trees workshop,D3,Norwegian Government,100000,65000
445,2007,4,D,2458,LM,Island Assessment,D4,Nippon Foundation,274893.0971,206169.8228
446,2007,4,D,2460,LM,Regional Scenario Manual,D4,CBD,0,0
447,2007,4,D,,TJ,Protected Areas for the Mining Sector,A1,,0,0
448,2007,4,D,,EC,Critical Ecosystem Dataset,D4,,0,0
449,2007,4,D,,JMH,Satellite Imagery,A1,"WRI, National Geographic",0,0
450,2007,4,D,,EC,Kelp Dataset,D4,TNC,0,0
451,2007,4,D,,EC,Global Marine Database,D4,NOAA,0,0
452,2007,4,D,,CDB,Practical definitions for marine monitoring,D5,JNCC with MRAG Ltd,6500,0
453,2007,4,D,,JMH,"Joint programme for biofuels, landuse and biodiversity",A1,Corporate target,0,0
454,2007,4,D,,JMH,Forest/WDPA Analysis for avoided deforestation,A1,,0,0
455,2007,4,D,,JMH,National Agency Biodiversity Assessment Tool (NABAT),A1,"Joint development with IUCN, CI and BirdLife",0,0
456,2007,4,D,,JDH,Scholorship scheme for UNEP-WCMC,A1,,0,0
457,2007,4,D,,EC,Publication of West Africa Mangroves,D4,"UNEP Regional Seas, UNEP, DEWA, Wetlands International, WWF",30543.67746,1000
458,2007,4,D,,CDB,Mangroves for the future gap analysis,D5,IUCN,40724.90328,30543.67746
459,2007,5,1,2493,GF,CITES COP14 Rapporteuring,D3,CITES,1669.195751,1669.195751
460,2007,5,1,2539L,LM,UNFCCC and forest conservation,D4,UNEP (ED's Discretionary Fund),25381,15228.43
461,2007,5,1,2539M,LM,IAASTD - 2nd Review,D4,UNEP (ED's Discretionary Fund),7614.21,7614.21
462,2007,5,1,2539N,LM,"Conference on ""Economic and Institutions for Biodiversity Conservation""",D4,UNEP (ED's Discretionary Fund),7614.21,7614.21
463,2007,5,1,2482,NA,2010 BIP,D4,UNEP GEF (following PDF phase),1840667.678,561962.5695
464,2007,5,1,2499,PH,International Biodiversity Day and Arctic,D3,None,2500,0
465,2007,5,A,1172L,LM,French version of World Atlas of Great Apes,A1,UNESCO,5435,4076.25
466,2007,5,A,1122L,JMH,Proteus,A1,BHP Billiton,41500,31125
467,2007,5,A,2066E,EC,ICRI Secretariat - 2007 - 2009,D4,US State Department,120000,90000
468,2007,5,A,2385,LM,REFORLAN,D4,University of Bournemouth,10000,7500
469,2007,5,A,2453,GF,CMS Party Reports 2008,D3,CMS Secretariat,40724.90328,30000
470,2007,5,A,2492,EC,Publication on West Africa Mangroves,D4,UNEP Regional Seas,2545.306455,500
471,2007,5,A,2368,EC,Dredging Policies,D4,DEFRA also local governments,5000,5000
472,2007,5,A,2505,IM,"Provincial Biodiversity Sensitivity Maps
",C3,FFI,15000,15000
473,2007,5,A,2518,PB,DFID/NERC Ecosystem Services,D4,NERC,114700,80000
474,2007,5,A,,JP,Chevening 2007/8,A1,Salters,9000,0
475,2007,5,A,,JMH,Proteus,A1,Repsol,41500,31125
476,2007,5,B,950,JMH,ECOiSHARE,A1,Rio Tinto,50000,12500
477,2007,5,B,950,JMH,ECOiSHARE,A1,BP,50000,12500
478,2007,5,B,1122,JMH,Proteus,A1,Exxon Mobil,50000,37500
479,2007,5,B,2189I,NA,2010 BIP Indicators DEFRA,D4,DEFRA,50906.1291,38179.59682
480,2007,5,B,2189J,NA,2010 BIP Norway,D4,Norwegian Government,25453.06455,19089.79841
481,2007,5,B,2244,TJ,IHS Energy,A1,Norsk Hydro,32070.86133,32070.86133
482,2007,5,B,2244,TJ,IHS Energy,A1,Anadarko,19726.12503,19726.12503
483,2007,5,B,2244,TJ,IHS Energy,A1,Petrobras,27998.371,27998.371
484,2007,5,B,2244,TJ,IHS Energy,A1,Cairn Energy,2392.588068,2392.588068
485,2007,5,B,2244,TJ,IHS Energy,A1,JOGMEC,22907.75809,22907.75809
486,2007,5,B,2244,TJ,IHS Energy,A1,Columbia,20000,15000
487,2007,5,B,2441,PB,Building national capacity for biodiversity indicators and reporting on MDG-7 and the 2010 Biodiversity Target in Southern and Eastern Africa,D4,"UNDA and also UNEP PCMU, UNEP DEWA",279220.1181,59560.17104
488,2007,5,B,2449,NA,Circumpolar Biodiversity Monitoring Programme 2006,D4,Canadian Government,13274.33628,6637.168142
489,2007,5,B,2450,CB,Plant Biodiversity Outlook,D4,Irish Government via CBD,130000,70000
490,2007,5,B,2451,IL,Landuse planning in East Africa,C2,WWF UK,20000,15000
491,2007,5,B,2457,LM,Island Database Workshop,D4,Total Foundation,38000,28500
492,2007,5,B,2491,EC,GMA Follow Up,D4,"UNEP DEWA, UNESCO IOC",50000,40000
493,2007,5,B,2495,JDH,Alcan Sustainability Prize,A1,Alcan,509061.291,381795.9682
494,2007,5,B,2506,LM,SEARCH ITN,D4,EC Marie Curie,0,0
495,2007,5,B,2509,CB,Danzer WDPA support,D5,Danzer,15000,15000
496,2007,5,B,2508,TJ,Roundtable on Sustainable Palm Oil,A1,RSPO Secretariat,50000,40000
497,2007,5,B,2510,JDH,Digital Access to UNEP-WCMC publications and reports,A1,Stanford University/Moore Foundation,60000,35000
498,2007,5,B,2511,JDH,Digital Access to UNEP-WCMC publications and reports,A1,"TNC, Tom Moritz",28000,21000
499,2007,5,B,2512,JDH,EC support for CBD implementation,A1,EC,237288.1356,177966.1017
500,2007,5,B,2513,JDH,Packard OE Grant,A1,Packard Foundation,15271.83873,0
501,2007,5,B,2514,JDH,BIO-INFORM - Informing biodiversity management with long-term and large-scale environment data,A1,EC 7th Framework (Marie Curie),0,0
502,2007,5,B,2515,JDH,BioVeritas - Using EO data to develop a biodiversity monitoring system for Africa,A1,EC 7th Framework (Cooperation),2400000,140000
503,2007,5,B,2516,JDH,IPYDLE - International Polar Year Data and Information Legacy,A1,EC 7th Framework (Infrastructures),2334189.831,172220.339
504,2007,5,B,2517,ZC,Times Comprehensive Atlas of the World,D4,Harper Collins,1300,1300
505,2007,5,B,2413A,NA,MA methods manual,D4,DEFRA,18000,12000
506,2007,5,B,2413B,NA,MA methods manual,D4,UNEP,25000,5000
507,2007,5,B,2395,LM,Web-based Literature  review - conservation,D4,"Manchester Uni, ESRC",5000,5000
508,2007,5,C,2037B,LM,FRIS - Stage 3,D4,,0,0
509,2007,5,C,2138C,CB,Forest Certification 2010,D4,,300000,240000
510,2007,5,C,2178,LM,Dryland Watch,D4,UNCCD,59000,44250
511,2007,5,C,2351,JDH,Biodiversity Yearbook,D4,"UNEP PCMU, UNEP DEWA",114538.7905,85904.09285
512,2007,5,C,2383,CB,Global Mapping IAS,D4,New Zealand Government,132000,99000
513,2007,5,C,2387,EC,World Atlas of Saltmarshes,D4,TNC,250000,187500
514,2007,5,C,2389,JMH,Transition Plan,A1,DEFRA / IUCN / Shell,200000,150000
515,2007,5,C,2399,JMH,CITES Trade Data,A1,Japanese Government,10181.22582,7635.919365
516,2007,5,C,2401,IM,Support to Regional Seas,C3,IMO,5000,3750
517,2007,5,C,2403,CDB,Vision 2020,D5,"UNEP PCMU, UNEP DEWA",545204.6426,408903.482
518,2007,5,C,2437,EC,Economic Evaluation,D4,"World Bank, WRI, UNEP Partners",800000,560000
519,2007,5,C,2446,CDB,Protected Areas Climate Change,D5,"UNEP PCMU, UNEP DEWA",516697.2103,387522.9078
520,2007,5,C,2447,NA,MA Sub Global Follow Up,D4,"UNEP PCMU, UNEP DEWA",432702.0973,229077.5809
521,2007,5,C,2503,HG,Oceania Trees,D3," Australian Gov, Netherlands Gov, UK Gov",101812.2582,0
522,2007,5,C,2504,IM,Paraguay-Parana Corridor IMapS,C3," Rio Tinto
",15000,15000
523,2007,5,C,2519,JDH,State of world's protected areas,A1,Rutherford Foundation,20000,0
524,2007,5,C,2520,IL,"PARITII - PA info for Eastern Europe, Caucasus, Central Asia",D5,UNDP,1545000,0
525,2007,5,C,,CDB,"2.1.1 Develop decentralise, secure, efficient data transfer systems ",D5,CBD,61087.35492,45815.51619
526,2007,5,C,,CDB,2.1.2 Development of webtools ,D5,CBD,4327.020973,3245.26573
527,2007,5,C,,CDB,2.1.3 Validation of WDPA data through development of partnerships,D5,CBD,76359.19365,57269.39524
528,2007,5,C,,CDB,2.2.1 Facilitate completion of national reports,D5,CBD,299328.0391,224496.0293
529,2007,5,C,,CDB,2.2.2 Compile inventory of complete PA system gap analysis,D5,CBD,299328.0391,224496.0293
530,2007,5,C,,CDB,2.2.3 Develop online reporting tools for PA's indicators,D5,CBD,5090.61291,3817.959682
531,2007,5,C,,CDB,2.2.4 Produce annual report of PA's Indicators,D5,CBD,10181.22582,7635.919365
532,2007,5,C,,CDB,2.2.5 Develop series of webpages to communicate findings to the SCBD,D5,CBD,5090.61291,3817.959682
533,2007,5,C,,CDB,2.3.1 Develop revised list for MPA data,D5,CBD,7635.919365,5726.939524
534,2007,5,C,,CDB,2.3.2 Develop interoperability between MPA and WDPA,D5,CBD,25453.06455,19089.79841
535,2007,5,C,,CDB,2.3.3 Create comprehensive online marine visualisation system,D5,CBD,23925.88068,17944.41051
